time	label	finDynamicsBlock.rate			finDynamicsBlock.&pFin.angle[0]	finDynamicsBlock.&pFin.angle[1]	finDynamicsBlock.&pFin.angle[2]	engineDynamicsBlock.&p.force[0]	engineDynamicsBlock.&p.force[1]	engineDynamicsBlock.&p.force[2]	engineDynamicsBlock.&p.moment[0]	engineDynamicsBlock.&p.moment[1]	engineDynamicsBlock.&p.moment[2]	engineDynamicsBlock.&p.velocity[0]	engineDynamicsBlock.&p.velocity[1]	engineDynamicsBlock.&p.velocity[2]	engineDynamicsBlock.&p.rate[0]	engineDynamicsBlock.&p.rate[1]	engineDynamicsBlock.&p.rate[2]	engineDynamicsBlock.&p.position[0]	engineDynamicsBlock.&p.position[1]	engineDynamicsBlock.&p.position[2]	engineDynamicsBlock.&p.angle[0]	engineDynamicsBlock.&p.angle[1]	engineDynamicsBlock.&p.angle[2]	bodyDynamicsBlock.&p.force[0]	bodyDynamicsBlock.&p.force[1]	bodyDynamicsBlock.&p.force[2]	bodyDynamicsBlock.&p.moment[0]	bodyDynamicsBlock.&p.moment[1]	bodyDynamicsBlock.&p.moment[2]	bodyDynamicsBlock.&p.velocity[0]	bodyDynamicsBlock.&p.velocity[1]	bodyDynamicsBlock.&p.velocity[2]	bodyDynamicsBlock.&p.rate[0]	bodyDynamicsBlock.&p.rate[1]	bodyDynamicsBlock.&p.rate[2]	bodyDynamicsBlock.&p.position[0]	bodyDynamicsBlock.&p.position[1]	bodyDynamicsBlock.&p.position[2]	bodyDynamicsBlock.&p.angle[0]	bodyDynamicsBlock.&p.angle[1]	bodyDynamicsBlock.&p.angle[2]	atmosphereBlock.&pAtmo.airDensity[0]	atmosphereBlock.&pAtmo.speedOfSound[0]	atmosphereBlock.&ph.height[0]	aeroFrameBlock.&p.force[0]	aeroFrameBlock.&p.force[1]	aeroFrameBlock.&p.force[2]	aeroFrameBlock.&p.moment[0]	aeroFrameBlock.&p.moment[1]	aeroFrameBlock.&p.moment[2]	aeroFrameBlock.&p.velocity[0]	aeroFrameBlock.&p.velocity[1]	aeroFrameBlock.&p.velocity[2]	aeroFrameBlock.&p.rate[0]	aeroFrameBlock.&p.rate[1]	aeroFrameBlock.&p.rate[2]	aeroFrameBlock.&p.position[0]	aeroFrameBlock.&p.position[1]	aeroFrameBlock.&p.position[2]	aeroFrameBlock.&p.angle[0]	aeroFrameBlock.&p.angle[1]	aeroFrameBlock.&p.angle[2]	aeroFrameBlock.&ph.height[0]	aeroDynamicsBlock.Cx_alpha	aeroDynamicsBlock.Cz_alpha	aeroDynamicsBlock.Cm_alpha	aeroDynamicsBlock.AoA	aeroDynamicsBlock.SSA	aeroDynamicsBlock.V	aeroDynamicsBlock.Mach	aeroDynamicsBlock.&p.force[0]	aeroDynamicsBlock.&p.force[1]	aeroDynamicsBlock.&p.force[2]	aeroDynamicsBlock.&p.moment[0]	aeroDynamicsBlock.&p.moment[1]	aeroDynamicsBlock.&p.moment[2]	aeroDynamicsBlock.&p.velocity[0]	aeroDynamicsBlock.&p.velocity[1]	aeroDynamicsBlock.&p.velocity[2]	aeroDynamicsBlock.&p.rate[0]	aeroDynamicsBlock.&p.rate[1]	aeroDynamicsBlock.&p.rate[2]	aeroDynamicsBlock.&p.position[0]	aeroDynamicsBlock.&p.position[1]	aeroDynamicsBlock.&p.position[2]	aeroDynamicsBlock.&p.angle[0]	aeroDynamicsBlock.&p.angle[1]	aeroDynamicsBlock.&p.angle[2]	aeroDynamicsBlock.&pAtmosphere.airDensity[0]	aeroDynamicsBlock.&pAtmosphere.speedOfSound[0]	aeroDynamicsBlock.&pFin.angle[0]	aeroDynamicsBlock.&pFin.angle[1]	aeroDynamicsBlock.&pFin.angle[2]	
0.08	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.777	0	8.2021	0	0.194728	0	78.7925	0	-3047.96	0	0.00736175	0	-4593.84	0	-1688.38	0	-339.61	0	985.777	0	8.2021	0	0.194728	0	78.7925	0	-3047.96	0	0.00736175	0	0.904779	328.864	-3047.96	-14.7341	0	2001.41	0	0	0	985.777	0	8.2021	0	0.194728	0	78.7925	0	-3047.96	0	0.00736175	0	-3047.96	-0.3	-0.0830493	0.0197545	0.00832025	0	985.811	2.99763	-5391.43	0	-313.024	0	339.61	0	985.777	0	8.2021	0	0.194728	0	78.7925	0	-3047.96	0	0.00736175	0	0.904779	328.864	0	-0.0336907	0	
0.081	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.798	0	8.40214	0	0.196108	0	79.7783	0	-3047.96	0	0.0075564	0	-4593.2	0	-1651.07	0	-331.423	0	985.798	0	8.40214	0	0.196108	0	79.7783	0	-3047.96	0	0.0075564	0	0.904779	328.864	-3047.96	-15.1237	0	2001.41	0	0	0	985.798	0	8.40214	0	0.196108	0	79.7783	0	-3047.96	0	0.0075564	0	-3047.96	-0.3	-0.0851246	0.0201297	0.00852298	0	985.834	2.9977	-5391.67	0	-350.337	0	331.423	0	985.798	0	8.40214	0	0.196108	0	79.7783	0	-3047.96	0	0.0075564	0	0.904779	328.864	0	-0.0336907	0	
0.082	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.819	0	8.60336	0	0.197455	0	80.7642	0	-3047.96	0	0.00775243	0	-4592.56	0	-1613.48	0	-323.457	0	985.819	0	8.60336	0	0.197455	0	80.7642	0	-3047.96	0	0.00775243	0	0.904779	328.864	-3047.96	-15.516	0	2001.4	0	0	0	985.819	0	8.60336	0	0.197455	0	80.7642	0	-3047.96	0	0.00775243	0	-3047.96	-0.3	-0.0872146	0.020502	0.0087269	0	985.856	2.99777	-5391.92	0	-387.917	0	323.457	0	985.819	0	8.60336	0	0.197455	0	80.7642	0	-3047.96	0	0.00775243	0	0.904779	328.864	0	-0.0336907	0	
0.083	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.839	0	8.80573	0	0.198769	0	81.75	0	-3047.96	0	0.00794981	0	-4591.92	0	-1575.64	0	-315.708	0	985.839	0	8.80573	0	0.198769	0	81.75	0	-3047.96	0	0.00794981	0	0.904779	328.864	-3047.96	-15.9111	0	2001.4	0	0	0	985.839	0	8.80573	0	0.198769	0	81.75	0	-3047.96	0	0.00794981	0	-3047.96	-0.3	-0.089319	0.0208712	0.00893198	0	985.879	2.99783	-5392.17	0	-425.761	0	315.708	0	985.839	0	8.80573	0	0.198769	0	81.75	0	-3047.96	0	0.00794981	0	0.904779	328.864	0	-0.0336907	0	
0.084	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.86	0	9.00923	0	0.200051	0	82.7359	0	-3047.96	0	0.00814851	0	-4591.28	0	-1537.54	0	-308.167	0	985.86	0	9.00923	0	0.200051	0	82.7359	0	-3047.96	0	0.00814851	0	0.904779	328.864	-3047.96	-16.3088	0	2001.4	0	0	0	985.86	0	9.00923	0	0.200051	0	82.7359	0	-3047.96	0	0.00814851	0	-3047.96	-0.3	-0.0914375	0.0212373	0.00913819	0	985.901	2.9979	-5392.42	0	-463.861	0	308.167	0	985.86	0	9.00923	0	0.200051	0	82.7359	0	-3047.96	0	0.00814851	0	0.904779	328.864	0	-0.0336907	0	
0.085	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.881	0	9.21379	0	0.201304	0	83.7218	0	-3047.96	0	0.00834848	0	-4590.63	0	-1499.18	0	-300.826	0	985.881	0	9.21379	0	0.201304	0	83.7218	0	-3047.96	0	0.00834848	0	0.904779	328.864	-3047.96	-16.709	0	2001.39	0	0	0	985.881	0	9.21379	0	0.201304	0	83.7218	0	-3047.96	0	0.00834848	0	-3047.96	-0.3	-0.0935697	0.0216	0.00934547	0	985.924	2.99797	-5392.66	0	-502.209	0	300.826	0	985.881	0	9.21379	0	0.201304	0	83.7218	0	-3047.96	0	0.00834848	0	0.904779	328.864	0	-0.0336907	0	
0.086	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.901	0	9.41938	0	0.202527	0	84.7078	0	-3047.96	0	0.00854968	0	-4589.98	0	-1460.59	0	-293.673	0	985.901	0	9.41938	0	0.202527	0	84.7078	0	-3047.96	0	0.00854968	0	0.90478	328.864	-3047.96	-17.1116	0	2001.39	0	0	0	985.901	0	9.41938	0	0.202527	0	84.7078	0	-3047.96	0	0.00854968	0	-3047.96	-0.3	-0.095715	0.0219591	0.00955378	0	985.946	2.99804	-5392.91	0	-540.798	0	293.673	0	985.901	0	9.41938	0	0.202527	0	84.7078	0	-3047.96	0	0.00854968	0	0.90478	328.864	0	-0.0336907	0	
0.087	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.922	0	9.62594	0	0.203723	0	85.6937	0	-3047.95	0	0.00875205	0	-4589.33	0	-1421.77	0	-286.697	0	985.922	0	9.62594	0	0.203723	0	85.6937	0	-3047.95	0	0.00875205	0	0.90478	328.864	-3047.95	-17.5167	0	2001.39	0	0	0	985.922	0	9.62594	0	0.203723	0	85.6937	0	-3047.95	0	0.00875205	0	-3047.95	-0.3	-0.0978731	0.0223144	0.00976307	0	985.969	2.99811	-5393.16	0	-579.619	0	286.697	0	985.922	0	9.62594	0	0.203723	0	85.6937	0	-3047.95	0	0.00875205	0	0.90478	328.864	0	-0.0336907	0	
0.088	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.942	0	9.83343	0	0.204893	0	86.6797	0	-3047.95	0	0.00895555	0	-4588.67	0	-1382.72	0	-279.891	0	985.942	0	9.83343	0	0.204893	0	86.6797	0	-3047.95	0	0.00895555	0	0.90478	328.864	-3047.95	-17.924	0	2001.38	0	0	0	985.942	0	9.83343	0	0.204893	0	86.6797	0	-3047.95	0	0.00895555	0	-3047.95	-0.3	-0.100043	0.0226658	0.00997329	0	985.992	2.99818	-5393.4	0	-618.666	0	279.891	0	985.942	0	9.83343	0	0.204893	0	86.6797	0	-3047.95	0	0.00895555	0	0.90478	328.864	0	-0.0336907	0	
0.089	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.963	0	10.0418	0	0.206037	0	87.6657	0	-3047.95	0	0.00916016	0	-4588.01	0	-1343.45	0	-273.247	0	985.963	0	10.0418	0	0.206037	0	87.6657	0	-3047.95	0	0.00916016	0	0.90478	328.864	-3047.95	-18.3335	0	2001.38	0	0	0	985.963	0	10.0418	0	0.206037	0	87.6657	0	-3047.95	0	0.00916016	0	-3047.95	-0.3	-0.102226	0.023013	0.0101844	0	986.014	2.99825	-5393.65	0	-657.933	0	273.247	0	985.963	0	10.0418	0	0.206037	0	87.6657	0	-3047.95	0	0.00916016	0	0.90478	328.864	0	-0.0336907	0	
0.09	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	985.983	0	10.2511	0	0.207156	0	88.6517	0	-3047.95	0	0.00936586	0	-4587.36	0	-1303.96	0	-266.765	0	985.983	0	10.2511	0	0.207156	0	88.6517	0	-3047.95	0	0.00936586	0	0.90478	328.864	-3047.95	-18.7451	0	2001.37	0	0	0	985.983	0	10.2511	0	0.207156	0	88.6517	0	-3047.95	0	0.00936586	0	-3047.95	-0.3	-0.10442	0.0233561	0.0103964	0	986.037	2.99831	-5393.9	0	-697.418	0	266.765	0	985.983	0	10.2511	0	0.207156	0	88.6517	0	-3047.95	0	0.00936586	0	0.90478	328.864	0	-0.0336907	0	
0.091	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.003	0	10.4613	0	0.20825	0	89.6378	0	-3047.95	0	0.00957265	0	-4586.69	0	-1264.25	0	-260.445	0	986.003	0	10.4613	0	0.20825	0	89.6378	0	-3047.95	0	0.00957265	0	0.90478	328.864	-3047.95	-19.159	0	2001.37	0	0	0	986.003	0	10.4613	0	0.20825	0	89.6378	0	-3047.95	0	0.00957265	0	-3047.95	-0.3	-0.106627	0.0236952	0.0106093	0	986.059	2.99838	-5394.15	0	-737.12	0	260.445	0	986.003	0	10.4613	0	0.20825	0	89.6378	0	-3047.95	0	0.00957265	0	0.90478	328.864	0	-0.0336907	0	
0.092	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.024	0	10.6723	0	0.209318	0	90.6238	0	-3047.95	0	0.00978054	0	-4586.03	0	-1224.33	0	-254.288	0	986.024	0	10.6723	0	0.209318	0	90.6238	0	-3047.95	0	0.00978054	0	0.90478	328.864	-3047.95	-19.5751	0	2001.37	0	0	0	986.024	0	10.6723	0	0.209318	0	90.6238	0	-3047.95	0	0.00978054	0	-3047.95	-0.3	-0.108845	0.0240302	0.0108231	0	986.082	2.99845	-5394.39	0	-777.039	0	254.288	0	986.024	0	10.6723	0	0.209318	0	90.6238	0	-3047.95	0	0.00978054	0	0.90478	328.864	0	-0.0336907	0	
0.093	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.044	0	10.8842	0	0.21036	0	91.6099	0	-3047.95	0	0.00998951	0	-4585.37	0	-1184.19	0	-248.297	0	986.044	0	10.8842	0	0.21036	0	91.6099	0	-3047.95	0	0.00998951	0	0.90478	328.864	-3047.95	-19.9933	0	2001.36	0	0	0	986.044	0	10.8842	0	0.21036	0	91.6099	0	-3047.95	0	0.00998951	0	-3047.95	-0.3	-0.111075	0.0243614	0.0110378	0	986.104	2.99852	-5394.64	0	-817.175	0	248.297	0	986.044	0	10.8842	0	0.21036	0	91.6099	0	-3047.95	0	0.00998951	0	0.90478	328.864	0	-0.0336907	0	
0.094	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.064	0	11.0971	0	0.211377	0	92.5961	0	-3047.95	0	0.0101996	0	-4584.7	0	-1143.83	0	-242.471	0	986.064	0	11.0971	0	0.211377	0	92.5961	0	-3047.95	0	0.0101996	0	0.90478	328.864	-3047.95	-20.4137	0	2001.36	0	0	0	986.064	0	11.0971	0	0.211377	0	92.5961	0	-3047.95	0	0.0101996	0	-3047.95	-0.3	-0.113316	0.0246887	0.0112534	0	986.127	2.99859	-5394.89	0	-857.525	0	242.471	0	986.064	0	11.0971	0	0.211377	0	92.5961	0	-3047.95	0	0.0101996	0	0.90478	328.864	0	-0.0336907	0	
0.095	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.084	0	11.3107	0	0.212368	0	93.5822	0	-3047.95	0	0.0104107	0	-4584.03	0	-1103.27	0	-236.807	0	986.084	0	11.3107	0	0.212368	0	93.5822	0	-3047.95	0	0.0104107	0	0.90478	328.864	-3047.95	-20.8363	0	2001.35	0	0	0	986.084	0	11.3107	0	0.212368	0	93.5822	0	-3047.95	0	0.0104107	0	-3047.95	-0.3	-0.11557	0.0250122	0.0114698	0	986.149	2.99866	-5395.14	0	-898.087	0	236.807	0	986.084	0	11.3107	0	0.212368	0	93.5822	0	-3047.95	0	0.0104107	0	0.90478	328.864	0	-0.0336907	0	
0.096	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.104	0	11.5253	0	0.213335	0	94.5683	0	-3047.95	0	0.0106229	0	-4583.36	0	-1062.49	0	-231.299	0	986.104	0	11.5253	0	0.213335	0	94.5683	0	-3047.95	0	0.0106229	0	0.90478	328.864	-3047.95	-21.2609	0	2001.35	0	0	0	986.104	0	11.5253	0	0.213335	0	94.5683	0	-3047.95	0	0.0106229	0	-3047.95	-0.3	-0.117834	0.0253317	0.0116871	0	986.172	2.99873	-5395.38	0	-938.854	0	231.299	0	986.104	0	11.5253	0	0.213335	0	94.5683	0	-3047.95	0	0.0106229	0	0.90478	328.864	0	-0.0336907	0	
0.097	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.124	0	11.7406	0	0.214278	0	95.5545	0	-3047.94	0	0.0108361	0	-4582.68	0	-1021.52	0	-225.938	0	986.124	0	11.7406	0	0.214278	0	95.5545	0	-3047.94	0	0.0108361	0	0.904781	328.864	-3047.94	-21.6876	0	2001.34	0	0	0	986.124	0	11.7406	0	0.214278	0	95.5545	0	-3047.94	0	0.0108361	0	-3047.94	-0.3	-0.12011	0.0256469	0.0119052	0	986.194	2.99879	-5395.63	0	-979.822	0	225.938	0	986.124	0	11.7406	0	0.214278	0	95.5545	0	-3047.94	0	0.0108361	0	0.904781	328.864	0	-0.0336907	0	
0.098	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.144	0	11.9566	0	0.215199	0	96.5407	0	-3047.94	0	0.0110502	0	-4582.01	0	-980.357	0	-220.716	0	986.144	0	11.9566	0	0.215199	0	96.5407	0	-3047.94	0	0.0110502	0	0.904781	328.864	-3047.94	-22.1162	0	2001.34	0	0	0	986.144	0	11.9566	0	0.215199	0	96.5407	0	-3047.94	0	0.0110502	0	-3047.94	-0.3	-0.122395	0.0259577	0.012124	0	986.217	2.99886	-5395.88	0	-1020.98	0	220.716	0	986.144	0	11.9566	0	0.215199	0	96.5407	0	-3047.94	0	0.0110502	0	0.904781	328.864	0	-0.0336907	0	
0.099	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.164	0	12.1734	0	0.2161	0	97.527	0	-3047.94	0	0.0112653	0	-4581.33	0	-939.004	0	-215.621	0	986.164	0	12.1734	0	0.2161	0	97.527	0	-3047.94	0	0.0112653	0	0.904781	328.864	-3047.94	-22.5466	0	2001.33	0	0	0	986.164	0	12.1734	0	0.2161	0	97.527	0	-3047.94	0	0.0112653	0	-3047.94	-0.3	-0.124692	0.0262637	0.0123435	0	986.239	2.99893	-5396.12	0	-1062.33	0	215.621	0	986.164	0	12.1734	0	0.2161	0	97.527	0	-3047.94	0	0.0112653	0	0.904781	328.864	0	-0.0336907	0	
0.1	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.184	0	12.3908	0	0.21698	0	98.5132	0	-3047.94	0	0.0114812	0	-4580.65	0	-897.471	0	-210.646	0	986.184	0	12.3908	0	0.21698	0	98.5132	0	-3047.94	0	0.0114812	0	0.904781	328.864	-3047.94	-22.9787	0	2001.33	0	0	0	986.184	0	12.3908	0	0.21698	0	98.5132	0	-3047.94	0	0.0114812	0	-3047.94	-0.3	-0.126998	0.0265647	0.0125637	0	986.262	2.999	-5396.37	0	-1103.86	0	210.646	0	986.184	0	12.3908	0	0.21698	0	98.5132	0	-3047.94	0	0.0114812	0	0.904781	328.864	0	-0.0336907	0	
0.101	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.203	0	12.6089	0	0.217841	0	99.4995	0	-3047.94	0	0.011698	0	-4579.97	0	-855.762	0	-205.784	0	986.203	0	12.6089	0	0.217841	0	99.4995	0	-3047.94	0	0.011698	0	0.904781	328.864	-3047.94	-23.4126	0	2001.33	0	0	0	986.203	0	12.6089	0	0.217841	0	99.4995	0	-3047.94	0	0.011698	0	-3047.94	-0.3	-0.129313	0.0268605	0.0127845	0	986.284	2.99907	-5396.62	0	-1145.56	0	205.784	0	986.203	0	12.6089	0	0.217841	0	99.4995	0	-3047.94	0	0.011698	0	0.904781	328.864	0	-0.0336907	0	
0.102	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.223	0	12.8275	0	0.218684	0	100.486	0	-3047.94	0	0.0119156	0	-4579.29	0	-813.882	0	-201.03	0	986.223	0	12.8275	0	0.218684	0	100.486	0	-3047.94	0	0.0119156	0	0.904781	328.864	-3047.94	-23.848	0	2001.32	0	0	0	986.223	0	12.8275	0	0.218684	0	100.486	0	-3047.94	0	0.0119156	0	-3047.94	-0.3	-0.131638	0.027151	0.013006	0	986.307	2.99914	-5396.86	0	-1187.44	0	201.03	0	986.223	0	12.8275	0	0.218684	0	100.486	0	-3047.94	0	0.0119156	0	0.904781	328.864	0	-0.0336907	0	
0.103	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.243	0	13.0468	0	0.219509	0	101.472	0	-3047.94	0	0.012134	0	-4578.61	0	-771.833	0	-196.382	0	986.243	0	13.0468	0	0.219509	0	101.472	0	-3047.94	0	0.012134	0	0.904781	328.864	-3047.94	-24.2851	0	2001.31	0	0	0	986.243	0	13.0468	0	0.219509	0	101.472	0	-3047.94	0	0.012134	0	-3047.94	-0.3	-0.133972	0.0274362	0.013228	0	986.329	2.9992	-5397.11	0	-1229.48	0	196.382	0	986.243	0	13.0468	0	0.219509	0	101.472	0	-3047.94	0	0.012134	0	0.904781	328.864	0	-0.0336907	0	
0.104	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.262	0	13.2666	0	0.220315	0	102.458	0	-3047.94	0	0.0123532	0	-4577.92	0	-729.615	0	-191.841	0	986.262	0	13.2666	0	0.220315	0	102.458	0	-3047.94	0	0.0123532	0	0.904781	328.864	-3047.94	-24.7238	0	2001.31	0	0	0	986.262	0	13.2666	0	0.220315	0	102.458	0	-3047.94	0	0.0123532	0	-3047.94	-0.3	-0.136315	0.0277162	0.0134506	0	986.352	2.99927	-5397.36	0	-1271.69	0	191.841	0	986.262	0	13.2666	0	0.220315	0	102.458	0	-3047.94	0	0.0123532	0	0.904781	328.864	0	-0.0336907	0	
0.105	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.282	0	13.4871	0	0.221103	0	103.445	0	-3047.94	0	0.0125732	0	-4577.23	0	-687.23	0	-187.409	0	986.282	0	13.4871	0	0.221103	0	103.445	0	-3047.94	0	0.0125732	0	0.904781	328.864	-3047.94	-25.1641	0	2001.3	0	0	0	986.282	0	13.4871	0	0.221103	0	103.445	0	-3047.94	0	0.0125732	0	-3047.94	-0.3	-0.138667	0.027991	0.0136738	0	986.374	2.99934	-5397.6	0	-1314.07	0	187.409	0	986.282	0	13.4871	0	0.221103	0	103.445	0	-3047.94	0	0.0125732	0	0.904781	328.864	0	-0.0336907	0	
0.106	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.301	0	13.7081	0	0.221873	0	104.431	0	-3047.93	0	0.012794	0	-4576.55	0	-644.676	0	-183.089	0	986.301	0	13.7081	0	0.221873	0	104.431	0	-3047.93	0	0.012794	0	0.904781	328.864	-3047.93	-25.6061	0	2001.3	0	0	0	986.301	0	13.7081	0	0.221873	0	104.431	0	-3047.93	0	0.012794	0	-3047.93	-0.3	-0.141029	0.0282607	0.0138976	0	986.397	2.99941	-5397.85	0	-1356.62	0	183.089	0	986.301	0	13.7081	0	0.221873	0	104.431	0	-3047.93	0	0.012794	0	0.904781	328.864	0	-0.0336907	0	
0.107	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.32	0	13.9298	0	0.222623	0	105.418	0	-3047.93	0	0.0130157	0	-4575.86	0	-601.956	0	-178.88	0	986.32	0	13.9298	0	0.222623	0	105.418	0	-3047.93	0	0.0130157	0	0.904782	328.864	-3047.93	-26.0496	0	2001.29	0	0	0	986.32	0	13.9298	0	0.222623	0	105.418	0	-3047.93	0	0.0130157	0	-3047.93	-0.3	-0.143399	0.0285256	0.014122	0	986.419	2.99948	-5398.09	0	-1399.34	0	178.88	0	986.32	0	13.9298	0	0.222623	0	105.418	0	-3047.93	0	0.0130157	0	0.904782	328.864	0	-0.0336907	0	
0.108	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.34	0	14.152	0	0.223355	0	106.404	0	-3047.93	0	0.0132381	0	-4575.16	0	-559.072	0	-174.782	0	986.34	0	14.152	0	0.223355	0	106.404	0	-3047.93	0	0.0132381	0	0.904782	328.864	-3047.93	-26.4948	0	2001.29	0	0	0	986.34	0	14.152	0	0.223355	0	106.404	0	-3047.93	0	0.0132381	0	-3047.93	-0.3	-0.145778	0.0287855	0.014347	0	986.442	2.99955	-5398.34	0	-1442.21	0	174.782	0	986.34	0	14.152	0	0.223355	0	106.404	0	-3047.93	0	0.0132381	0	0.904782	328.864	0	-0.0336907	0	
0.109	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.359	0	14.3748	0	0.224069	0	107.39	0	-3047.93	0	0.0134613	0	-4574.47	0	-516.028	0	-170.79	0	986.359	0	14.3748	0	0.224069	0	107.39	0	-3047.93	0	0.0134613	0	0.904782	328.864	-3047.93	-26.9415	0	2001.28	0	0	0	986.359	0	14.3748	0	0.224069	0	107.39	0	-3047.93	0	0.0134613	0	-3047.93	-0.3	-0.148166	0.0290404	0.0145725	0	986.464	2.99961	-5398.59	0	-1485.25	0	170.79	0	986.359	0	14.3748	0	0.224069	0	107.39	0	-3047.93	0	0.0134613	0	0.904782	328.864	0	-0.0336907	0	
0.11	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.378	0	14.5981	0	0.224766	0	108.377	0	-3047.93	0	0.0136853	0	-4573.78	0	-472.829	0	-166.897	0	986.378	0	14.5981	0	0.224766	0	108.377	0	-3047.93	0	0.0136853	0	0.904782	328.864	-3047.93	-27.3897	0	2001.27	0	0	0	986.378	0	14.5981	0	0.224766	0	108.377	0	-3047.93	0	0.0136853	0	-3047.93	-0.3	-0.150563	0.02929	0.0147986	0	986.486	2.99968	-5398.83	0	-1528.45	0	166.897	0	986.378	0	14.5981	0	0.224766	0	108.377	0	-3047.93	0	0.0136853	0	0.904782	328.864	0	-0.0336907	0	
0.111	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.397	0	14.8219	0	0.225446	0	109.363	0	-3047.93	0	0.0139099	0	-4573.08	0	-429.478	0	-163.096	0	986.397	0	14.8219	0	0.225446	0	109.363	0	-3047.93	0	0.0139099	0	0.904782	328.864	-3047.93	-27.8393	0	2001.27	0	0	0	986.397	0	14.8219	0	0.225446	0	109.363	0	-3047.93	0	0.0139099	0	-3047.93	-0.3	-0.152967	0.0295342	0.0150251	0	986.509	2.99975	-5399.08	0	-1571.79	0	163.096	0	986.397	0	14.8219	0	0.225446	0	109.363	0	-3047.93	0	0.0139099	0	0.904782	328.864	0	-0.0336907	0	
0.112	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.416	0	15.0461	0	0.226111	0	110.35	0	-3047.93	0	0.0141353	0	-4572.38	0	-385.981	0	-159.38	0	986.416	0	15.0461	0	0.226111	0	110.35	0	-3047.93	0	0.0141353	0	0.904782	328.864	-3047.93	-28.2903	0	2001.26	0	0	0	986.416	0	15.0461	0	0.226111	0	110.35	0	-3047.93	0	0.0141353	0	-3047.93	-0.3	-0.15538	0.0297726	0.0152521	0	986.531	2.99982	-5399.33	0	-1615.28	0	159.38	0	986.416	0	15.0461	0	0.226111	0	110.35	0	-3047.93	0	0.0141353	0	0.904782	328.864	0	-0.0336907	0	
0.113	tick	0	-0.489908	0	0	-0.0336907	0	10000	0	0	0	0	0	986.435	0	15.2708	0	0.226762	0	111.337	0	-3047.93	0	0.0143613	0	-4571.69	0	-342.343	0	-155.743	0	986.435	0	15.2708	0	0.226762	0	111.337	0	-3047.93	0	0.0143613	0	0.904782	328.864	-3047.93	-28.7426	0	2001.26	0	0	0	986.435	0	15.2708	0	0.226762	0	111.337	0	-3047.93	0	0.0143613	0	-3047.93	-0.3	-0.1578	0.0300051	0.0154796	0	986.554	2.99989	-5399.57	0	-1658.91	0	155.743	0	986.435	0	15.2708	0	0.226762	0	111.337	0	-3047.93	0	0.0143613	0	0.904782	328.864	0	-0.0336907	0	
